#class tools::wcsv::ntuple
#title eDep and stepLength
#separator 44
#vector_separator 59
#column double sum_eDep
#column double sum_stepLength
222.268,234.259
213.62,238.875
395.657,3027.53
422.235,2369.58
504.097,2708.83
531.577,2739.34
592.799,7704.51
218.176,239.685
273.891,1446.36
266.186,818.717
330.446,3117.2
218.945,245.238
218.241,248.366
226.642,242.94
219.171,250.122
221.287,235.316
213.928,237.324
208.013,890.642
221.369,233.546
465.052,1812.65
226.702,933.013
708.838,1329.94
335.412,1957.23
213.854,253.564
223.451,243.387
221.493,274.505
422.833,4760.2
591.127,2280.24
595.244,2274.58
290.821,1248.02
389.009,3548.4
224.105,287.479
215.877,233.664
406.454,2768.9
552.098,1395.76
217.403,325.353
252.672,1116.72
216.441,235.115
215.466,235.327
305.147,2618.65
217.237,234.922
227.604,247.167
310.797,5041.61
368.161,3067
222.174,236.293
515.548,2476.8
215.127,233.546
523.331,2404.54
458.456,2755.31
224.962,240.339
270.155,3415.56
216.337,231.942
301.842,531.142
413.244,437.663
224.082,238.849
222.254,267.41
343.177,3293.57
221.593,245.603
213.251,227.805
359.103,522.358
602.188,1020.63
545.183,3040
227.739,963.911
227.585,2355.62
213.778,233.86
274.712,3467.55
213.609,232.957
619.423,3613.19
317.789,1878.41
215.449,236.449
244.165,518.721
264.543,927.958
218.161,235.611
287.239,1260.41
327.31,2708.18
216.638,245.316
211.808,228.762
463.637,749.341
216.977,236.372
543.977,1352.02
216.093,242.982
219.239,233.484
186.48,254.217
478.804,2107.3
212.893,232.942
470.634,2106.02
697.544,3214.56
244.899,1708.3
217.263,231.811
855.372,5142.52
246.535,363.192
474.015,3407.9
526.51,2270.73
489.217,4126.79
546.462,739.038
476.83,2862.93
218.23,236.843
505.664,2750.15
224.895,255.183
370.142,1040.23
758.351,5710.52
255.785,766.867
427.027,1918.66
920.672,5289.59
325.439,3453.21
418.002,2577.96
225.12,259.767
217.359,230.647
221.947,239.06
765.048,4814.79
644.791,2522.86
215.199,249.121
354.703,2123.12
210.265,230.76
215.983,230.102
493.265,2100.61
216.311,409.993
489.953,862.44
221.81,238.361
214.989,236.979
213.517,234.93
212.91,235.862
217.927,231.005
402.724,1112.56
223.907,238.158
222.423,237.517
736.49,3736.09
483.191,1405.17
218.467,239.07
219.937,285.952
623.846,6006.75
330.196,1066.23
147.254,2352.34
514.679,2224.96
213.434,259.672
211.292,232.124
364.225,1232.97
239.282,724.97
298.946,4164.32
215.057,232.132
212.969,352.909
268.744,1023.35
251.713,292.77
359.102,518.529
217.122,260.104
517.777,2943.32
189.834,578.331
227.421,743.774
216.424,236.252
128.743,2883.93
135.508,908.774
292.328,729.887
215.703,234.087
215.642,235.956
222.187,291.121
472.894,1687.39
454.857,3174.93
217.533,241.468
327.08,2199.21
395.047,744.2
222.299,269.352
366.06,2919.22
439.235,1726.55
220.412,238.785
605.185,1584.78
550.434,1746.45
221.618,245.425
454.02,1948.59
299.65,2656.17
214.873,233.355
553.738,5905.79
217.678,229.778
329.492,2109.68
302.688,813.94
562.483,3916.87
795.147,6392.28
508.523,4260.69
226.717,257.976
338.476,568.219
625.214,2762.66
216.31,277.977
355.911,2717.32
212.939,242.047
571.896,4354.7
294.633,1792.54
216.014,265.91
217.331,228.93
199.314,1674.01
267.588,1045.41
218.925,235.592
363.743,1774.51
417.13,3383.47
515.1,4407.1
215.323,235.493
225.719,291.535
222.32,242.258
702.276,2229.17
583.358,6273.43
218.859,355.307
218.025,268.929
209.523,281.679
311.795,269.239
238.075,1919.04
217.755,245.646
210.938,228.161
425.884,3244.38
159.963,2138.15
512.813,1881.98
274.178,1240.91
221.996,731.772
819.056,3790.93
265.964,1686.05
219.639,263.59
212.155,231.082
215.604,234.264
216.739,235.43
253.919,2191.92
380.245,3277.77
486.704,523.601
227.473,468.558
170.846,2204.6
211.107,260.244
403.673,3786.79
396.118,3974.26
312.925,634.195
425.67,4946.76
555.935,2121.27
510.469,2018
363.93,2416.9
212.742,233.933
219.178,251.672
228.674,272.578
286.94,2021.85
519.597,3445.64
224.203,244.115
225.829,260.249
222.52,238.835
432.302,3334
693.328,6100.58
300.97,933.67
215.352,236.538
219.403,252.207
218.854,265.046
345.478,1837.26
376.178,2827.53
221.607,614.288
218.67,233.159
208.817,230.699
261.739,1931
218.296,238.683
217.66,237.597
219.285,247.495
258.2,5096.13
256.045,494.997
602.547,3272.41
216.376,280.68
524.717,2511.41
325.464,989.355
407.04,4507.16
215.579,234.271
648.089,2683.01
220.244,239.114
299.252,2054.93
218.447,254.596
285.714,4234.11
