/gps/hist/point 0.0 1.75173092691e-11
/gps/hist/point 0.1 4.6428620871e-10
/gps/hist/point 0.2 5.92969645494e-10
/gps/hist/point 0.3 6.92100254941e-10
/gps/hist/point 0.4 8.61750068777e-10
/gps/hist/point 0.5 9.7753545115e-10
/gps/hist/point 0.6 9.60457492296e-10
/gps/hist/point 0.7 8.97224268016e-10
/gps/hist/point 0.8 9.73730694928e-10
/gps/hist/point 0.9 9.45595809086e-10
/gps/hist/point 1.0 1.01850580092e-09
/gps/hist/point 1.1 1.00392452013e-09
/gps/hist/point 1.2 9.31852187513e-10
/gps/hist/point 1.3 8.51769089667e-10
/gps/hist/point 1.4 8.27737883513e-10
/gps/hist/point 1.5 8.23497880917e-10
/gps/hist/point 1.6 6.10896417423e-10
/gps/hist/point 1.7 7.12097081052e-10
/gps/hist/point 1.8 7.44524860369e-10
/gps/hist/point 1.9 7.1130167342e-10
/gps/hist/point 2.0 6.88039214367e-10
/gps/hist/point 2.1 5.61679824561e-10
/gps/hist/point 2.2 4.8884901081e-10
/gps/hist/point 2.3 5.05051899834e-10
/gps/hist/point 2.4 5.20213070173e-10
/gps/hist/point 2.5 5.19653552737e-10
/gps/hist/point 2.6 4.422676228e-10
/gps/hist/point 2.7 3.60745228693e-10
/gps/hist/point 2.8 3.62227895602e-10
/gps/hist/point 2.9 3.37272430709e-10
/gps/hist/point 3.0 3.42173993231e-10
/gps/hist/point 3.1 3.18078614907e-10
/gps/hist/point 3.2 3.01603325846e-10
/gps/hist/point 3.3 2.75804747736e-10
/gps/hist/point 3.4 2.18225817026e-10
/gps/hist/point 3.5 1.80476126007e-10
/gps/hist/point 3.6 1.58993317029e-10
/gps/hist/point 3.7 1.51373861517e-10
/gps/hist/point 3.8 1.44373292532e-10
/gps/hist/point 3.9 1.32606581081e-10
/gps/hist/point 4.0 1.11507285524e-10
/gps/hist/point 4.1 7.78411774385e-11
/gps/hist/point 4.2 5.49218373927e-11
/gps/hist/point 4.3 4.87872945614e-11
/gps/hist/point 4.4 4.76819906497e-11
/gps/hist/point 4.5 4.72338811537e-11
/gps/hist/point 4.6 4.65682436615e-11
/gps/hist/point 4.7 4.48961750833e-11
/gps/hist/point 4.8 4.24257158113e-11
/gps/hist/point 4.9 4.00934818869e-11
/gps/hist/point 5.0 3.78461324234e-11
/gps/hist/point 5.1 3.44931843273e-11
/gps/hist/point 5.2 2.90840705382e-11
/gps/hist/point 5.3 2.22986228174e-11
/gps/hist/point 5.4 1.60767109534e-11
/gps/hist/point 5.5 1.16517638582e-11
/gps/hist/point 5.6 8.88134137481e-12
/gps/hist/point 5.7 7.23285252851e-12
/gps/hist/point 5.8 6.3089999429e-12
/gps/hist/point 5.9 5.78711888624e-12
/gps/hist/point 6.0 5.43426801448e-12
/gps/hist/point 6.1 5.14029347405e-12
/gps/hist/point 6.2 4.8796333256e-12
/gps/hist/point 6.3 4.65948755014e-12
/gps/hist/point 6.4 4.48244770427e-12
/gps/hist/point 6.5 4.32878287183e-12
/gps/hist/point 6.6 4.16577775136e-12
/gps/hist/point 6.7 3.97498536905e-12
/gps/hist/point 6.8 3.76853019502e-12
/gps/hist/point 6.9 3.57577022016e-12
/gps/hist/point 7.0 3.41483285225e-12
/gps/hist/point 7.1 3.27684036461e-12
/gps/hist/point 7.2 3.13118864851e-12
/gps/hist/point 7.3 2.94133280476e-12
/gps/hist/point 7.4 2.68133721362e-12
/gps/hist/point 7.5 2.34926373291e-12
/gps/hist/point 7.6 1.97202469461e-12
/gps/hist/point 7.7 1.59606453719e-12
/gps/hist/point 7.8 1.26693200638e-12
/gps/hist/point 7.9 1.01068796128e-12
/gps/hist/point 8.0 8.28823266263e-13
/gps/hist/point 8.1 7.06602604928e-13
/gps/hist/point 8.2 6.25329094075e-13
/gps/hist/point 8.3 5.70084628607e-13
/gps/hist/point 8.4 5.31310297327e-13
/gps/hist/point 8.5 5.03120379128e-13
/gps/hist/point 8.6 4.81331020511e-13
/gps/hist/point 8.7 4.62333988737e-13
/gps/hist/point 8.8 4.42736414194e-13
/gps/hist/point 8.9 4.19425503155e-13
/gps/hist/point 9.0 3.8988356907e-13
/gps/hist/point 9.1 3.52663852159e-13
/gps/hist/point 9.2 3.07869505918e-13
/gps/hist/point 9.3 2.57384295838e-13
/gps/hist/point 9.4 2.0461694257e-13
/gps/hist/point 9.5 1.53727115796e-13
/gps/hist/point 9.6 1.08568516289e-13
/gps/hist/point 9.7 7.17576501351e-14
/gps/hist/point 9.8 4.42225828596e-14
/gps/hist/point 9.9 2.5334958685e-14
/gps/hist/point 10.0 1.34593443996e-14
/gps/hist/point 10.1 6.61726883881e-15
/gps/hist/point 10.2 3.00585528815e-15
/gps/hist/point 10.3 1.25980006665e-15
/gps/hist/point 10.4 4.86624765296e-16
/gps/hist/point 10.5 1.7307852833e-16
/gps/hist/point 10.6 5.66381970646e-17
/gps/hist/point 10.7 1.70416755231e-17
/gps/hist/point 10.8 4.7120510645e-18
/gps/hist/point 10.9 1.19674422512e-18
/gps/hist/point 11.0 2.79071312163e-19
/gps/hist/point 11.1 5.97306625829e-20
/gps/hist/point 11.2 1.17307178409e-20
/gps/hist/point 11.3 2.1133767238e-21
/gps/hist/point 11.4 3.49191507597e-22
/gps/hist/point 11.5 5.29054587128e-23
/gps/hist/point 11.6 7.34863066012e-24
/gps/hist/point 11.7 9.35684383548e-25
/gps/hist/point 11.8 1.09203457745e-25
/gps/hist/point 11.9 1.16866779165e-26
/gps/hist/point 12.0 1.15020347583e-27
/gps/hist/point 12.1 1.02832079366e-28
/gps/hist/point 12.2 8.50002725784e-30
/gps/hist/point 12.3 6.61362938047e-31
/gps/hist/point 12.4 5.60681865625e-32
/gps/hist/point 12.5 8.70283229596e-33
/gps/hist/point 12.6 1.60895899652e-34
/gps/hist/point 12.7 8.53300191091e-36
/gps/hist/point 12.8 4.14496480766e-37
/gps/hist/point 12.9 1.84568357557e-38
/gps/hist/point 13.0 7.57669594583e-40
/gps/hist/point 13.1 2.79940057385e-41
/gps/hist/point 13.2 9.5596354613e-43
/gps/hist/point 13.3 2.98900803088e-44
/gps/hist/point 13.4 8.55697293396e-46
/gps/hist/point 13.5 2.24295534642e-47
/gps/hist/point 13.6 5.38262245489e-49
/gps/hist/point 13.7 1.18264510602e-50
/gps/hist/point 13.8 2.37883394521e-52
/gps/hist/point 13.9 4.38059821704e-54
/gps/hist/point 14.0 7.38496119347e-56
/gps/hist/point 14.1 1.11891464752e-57
/gps/hist/point 14.2 9.91558687115e-60
